strategy	promptFile	answerFile	source	target	depth	answer	correct	inTokens	outTokens
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/25.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/25.txt	rlgbzboz	octrajdz	1	NO	true	301	48
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/26.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/26.txt	lzbsjhoz	qhsvirgk	1	YES	true	315	144
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/26.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/26.txt	opfepdez	nstamrds	1	NO	true	310	114
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/27.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/27.txt	kmvwjgog	ngrcmefq	1	YES	true	321	102
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/27.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/27.txt	uisrgsyw	izwmatig	1	NO	true	310	240
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/28.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/28.txt	ggoihyoe	qrwenivy	1	YES	true	309	25
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/28.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/28.txt	gpzktuol	xdswyfbr	1	NO	true	320	140
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/29.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/29.txt	gztxiggg	wejrthmz	1	YES	true	312	47
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/29.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/29.txt	wtmmphpv	baxoeuxb	1	NO	true	319	73
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/30.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/30.txt	lfomgjmq	hdajbopb	1	YES	true	315	70
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/30.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/30.txt	jwomnbpe	ynafsusa	1	NO	true	315	137
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/31.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/31.txt	vcxhsfpx	bjaqyqqa	1	YES	true	325	47
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/31.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/31.txt	qfdqurgi	fnpugwej	1	YES	false	320	154
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/32.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/32.txt	jsdqefgx	czszehmx	1	YES	true	306	59
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/32.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/32.txt	pscrkncr	ungjeyhu	1	NO	true	318	182
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/33.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/33.txt	hoyipenm	azffwtwk	1	YES	true	314	104
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/33.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/33.txt	alrbjquj	pyoiiysw	1	NO	true	316	136
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/34.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/34.txt	yvdmxmjo	aszvesem	1	YES	true	318	43
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/no/34.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/no/34.txt	fpwpfvua	gszuzyyg	1	NO	true	308	152
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/prompts/1/yes/35.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-STEP_BY_STEP-10-384/results/1/yes/35.txt	dkepipcu	klzyeltq	1	NO	false	310	139
