strategy	promptFile	answerFile	source	target	depth	answer	correct	inTokens	outTokens
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/6.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/6.txt	omgsizgz	odbzsueg	1	NO	true	1875	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/7.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/7.txt	mqatiswp	xljtdaxh	1	YES	true	1876	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/7.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/7.txt	muxwutkt	gwtjtdui	1	NO	true	1861	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/8.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/8.txt	siryhfib	ymecqkbf	1	YES	true	1858	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/8.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/8.txt	qqmdzbss	iqljtfsq	1	NO	true	1888	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/9.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/9.txt	zhrlyise	olmbzaly	1	YES	true	1875	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/9.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/9.txt	rgeslhng	rdgaocpu	1	NO	true	1849	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/10.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/10.txt	nfyytfmn	vohwhnow	1	YES	true	1862	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/10.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/10.txt	wmirtnts	nxhwrksf	1	NO	true	1868	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/11.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/11.txt	dlfuylbx	wwqbzntd	1	YES	true	1892	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/11.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/11.txt	vsrglkof	tksuytno	1	YES	false	1881	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/12.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/12.txt	mveweyuk	ggslywcw	1	NO	false	1883	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/12.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/12.txt	edzbdznl	zqettxhf	1	NO	true	1863	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/13.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/13.txt	ixtaybxr	ahnvloht	1	YES	true	1879	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/13.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/13.txt	kkklyycl	fevmfjhz	1	YES	false	1871	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/14.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/14.txt	srzefhzm	vtlcptxi	1	YES	true	1879	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/14.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/14.txt	tudatayl	nttywdmd	1	NO	true	1885	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/15.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/15.txt	ijnchttj	ielsraoh	1	YES	true	1872	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/15.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/15.txt	cujutwlh	pwrvsonv	1	YES	false	1861	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/16.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/16.txt	zbffjxea	qzdehlqy	1	YES	true	1883	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/16.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/16.txt	upzfdibv	axyhuqlj	1	NO	true	1871	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/17.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/17.txt	yatxvpwy	cxaqyhrl	1	NO	false	1888	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/17.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/17.txt	raqtrmew	zlpnegxs	1	NO	true	1852	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/18.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/18.txt	fbfwlkhn	ayofhbig	1	NO	false	1854	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/18.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/18.txt	nipnzkyx	uelrtgvh	1	NO	true	1879	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/19.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/19.txt	xwbcleka	vrqteint	1	NO	false	1854	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/19.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/19.txt	jwracxvq	kpjsipmf	1	NO	true	1894	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/20.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/20.txt	lfrmmvxd	bziebvqk	1	YES	true	1878	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/20.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/20.txt	xjbaupem	lkjcaqhf	1	NO	true	1886	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/21.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/21.txt	wnqizhxe	stbcypde	1	NO	false	1857	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/21.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/21.txt	kkdpdxgk	mlwixgiz	1	NO	true	1871	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/22.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/22.txt	zfihdqlk	vbxuhcpa	1	YES	true	1864	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/22.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/22.txt	kskwpgoe	wqlqbqvq	1	NO	true	1868	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/23.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/23.txt	bdspyara	ekwepemc	1	NO	false	1879	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/23.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/23.txt	gfaosczs	quwgjkyz	1	YES	false	1862	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/24.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/24.txt	subwadrc	fyhasrsk	1	YES	true	1861	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/24.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/24.txt	rmaqsjtq	wjhdwjdw	1	NO	true	1877	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/25.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/25.txt	ddyvmvuc	zxxfmxpg	1	YES	true	1877	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/25.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/25.txt	peloeowz	pkwnekys	1	YES	false	1866	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/26.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/26.txt	oomwyaau	aczgegwf	1	NO	false	1866	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/26.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/26.txt	ppaqoemr	pltiugii	1	NO	true	1873	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/27.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/27.txt	jnwybwuk	jpaqoess	1	YES	true	1900	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/27.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/27.txt	pkdxvkuc	bichqbcc	1	NO	true	1877	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/28.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/28.txt	yvhqtspv	ysylxoqh	1	NO	false	1890	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/28.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/28.txt	kvrawgym	uyffasrp	1	NO	true	1867	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/29.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/29.txt	loaqcosi	ncjnhymh	1	YES	true	1869	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/29.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/29.txt	pxxwohjh	tdhxysos	1	NO	true	1893	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/30.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/30.txt	kjvpyjnz	ajcmcwhp	1	NO	false	1860	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/30.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/30.txt	xhqdobbs	ireugstz	1	NO	true	1856	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/31.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/31.txt	mhfbwvtq	jkdhzrld	1	YES	true	1872	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/31.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/31.txt	cpnczbzc	qopnisit	1	NO	true	1858	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/32.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/32.txt	qkizubyp	khjodfdv	1	YES	true	1859	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/32.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/32.txt	hejrxeih	gtcxeqds	1	NO	true	1856	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/33.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/33.txt	aqpzwmga	zhzobfyn	1	YES	true	1886	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/33.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/33.txt	vnstlkkn	zzqrvxcm	1	NO	true	1884	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/34.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/34.txt	aedmlxpv	abocmoqw	1	YES	true	1873	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/34.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/34.txt	gdthiydr	tacugufq	1	NO	true	1881	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/35.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/35.txt	rhbuycvl	engztlnr	1	YES	true	1872	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/35.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/35.txt	wffkwrcv	hnyefyjk	1	NO	true	1901	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/36.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/36.txt	shbjoscf	jixaobgb	1	YES	true	1884	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/36.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/36.txt	jraiiyvz	dnljkmkf	1	NO	true	1867	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/37.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/37.txt	xcdhgrbj	xdilcsdb	1	YES	true	1858	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/no/37.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/no/37.txt	fdpdibzm	rsrawsvl	1	NO	true	1867	1
gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/prompts/1/yes/38.txt	dataset/gpt-3.5-turbo-0125-100-true-ALPHANUMERIC-YES_NO-100-384/results/1/yes/38.txt	vdbslebm	slfepttp	1	YES	true	1861	1
